latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.8435,25.83776,310.26,4.17,1.89,6/17/2024,11:55,A,62,6.1NRT,297.41,50.22,D
-12.61531,27.66931,309.95,2.97,1.64,6/17/2024,11:55,A,59,6.1NRT,299.46,22.96,D
-12.2777,30.11749,334.03,1.89,1.34,6/17/2024,11:55,A,87,6.1NRT,304.39,69.06,D
-12.59667,27.44513,315.28,3.09,1.67,6/17/2024,11:55,A,70,6.1NRT,299.18,47.99,D
-12.2721,30.0646,325.91,1.9,1.35,6/17/2024,11:55,A,79,6.1NRT,307.12,39.59,D
-12.6797,26.565,309.28,3.64,1.79,6/17/2024,11:55,A,58,6.1NRT,296.21,41.63,D
-12.27159,30.10968,319.5,1.89,1.34,6/17/2024,11:55,A,35,6.1NRT,304.32,22.28,D
-12.27833,30.05842,326.86,1.9,1.35,6/17/2024,11:55,A,73,6.1NRT,304.26,39.28,D
-11.91631,32.6651,314.33,1.24,1.11,6/17/2024,11:55,A,51,6.1NRT,301.71,6.88,D
-12.59309,27.46572,314.77,3.08,1.67,6/17/2024,11:55,A,69,6.1NRT,299.91,45.61,D
-12.59649,27.43776,311.02,3.09,1.67,6/17/2024,11:55,A,61,6.1NRT,298.43,29.98,D
-12.68601,26.55814,307.84,3.64,1.79,6/17/2024,11:55,A,53,6.1NRT,296.27,35.34,D
-12.31133,29.51271,332.18,2.1,1.41,6/17/2024,11:55,A,86,6.1NRT,303.5,72.19,D
-12.31374,29.49372,325.14,2.11,1.41,6/17/2024,11:55,A,67,6.1NRT,304.96,46.15,D
-12.70105,26.28862,305.91,3.82,1.83,6/17/2024,11:55,A,38,6.1NRT,295.69,27.19,D
-12.29881,29.5111,346.39,2.1,1.41,6/17/2024,11:55,A,94,6.1NRT,303.63,144.96,D
-12.30119,29.4921,320.36,2.11,1.41,6/17/2024,11:55,A,66,6.1NRT,303.17,35.82,D
-12.35551,29.05625,308.43,2.29,1.46,6/17/2024,11:55,A,54,6.1NRT,297.13,17.41,D
-12.69284,26.21634,307.8,3.87,1.83,6/17/2024,11:55,A,46,6.1NRT,297.65,32.99,D
-12.17,30.43208,321.79,1.78,1.31,6/17/2024,11:55,A,77,6.1NRT,303.61,29.89,D
-12.17204,30.41603,316.18,1.78,1.31,6/17/2024,11:55,A,61,6.1NRT,302.43,17.87,D
-12.54036,27.40294,339.35,3.11,1.67,6/17/2024,11:55,A,90,6.1NRT,297.95,195.46,D
-12.54359,27.37523,317.28,3.13,1.68,6/17/2024,11:55,A,73,6.1NRT,296.46,60.52,D
-12.15839,30.43053,328.56,1.78,1.31,6/17/2024,11:55,A,83,6.1NRT,302.18,45.14,D
-12.16042,30.41449,325.38,1.78,1.31,6/17/2024,11:55,A,74,6.1NRT,302.43,36.73,D
-12.20218,30.08319,328.84,1.89,1.34,6/17/2024,11:55,A,84,6.1NRT,304.43,50.98,D
-12.51582,27.48465,313.09,3.06,1.66,6/17/2024,11:55,A,65,6.1NRT,298.25,33.77,D
-12.51905,27.45675,321.4,3.08,1.67,6/17/2024,11:55,A,77,6.1NRT,301.6,72.36,D
-12.28475,29.3134,308.33,2.18,1.43,6/17/2024,11:55,A,54,6.1NRT,297.32,15.52,D
-12.20617,29.85353,316.93,1.97,1.37,6/17/2024,11:55,A,27,6.1NRT,302.49,18.77,D
-12.194,29.85192,325.36,1.97,1.37,6/17/2024,11:55,A,81,6.1NRT,300.75,42.53,D
-12.28514,29.30851,308.38,2.18,1.43,6/17/2024,11:55,A,44,6.1NRT,297.53,14.97,D
-12.51607,27.47971,317.72,3.06,1.66,6/17/2024,11:55,A,50,6.1NRT,298.71,49.06,D
-12.20258,29.84808,333.89,1.97,1.37,6/17/2024,11:55,A,87,6.1NRT,302.73,72.53,D
-12.12544,30.25571,333.04,1.83,1.32,6/17/2024,11:55,A,86,6.1NRT,304.78,61.07,D
-12.12758,30.2392,318.1,1.83,1.33,6/17/2024,11:55,A,27,6.1NRT,306.43,18.71,D
-12.15584,30.0198,323.88,1.91,1.35,6/17/2024,11:55,A,80,6.1NRT,302.27,36.23,D
-12.42721,32.06112,325.43,1.37,1.16,6/17/2024,11:55,A,79,6.1NRT,303.66,22.05,D
-11.51109,38.41991,315.34,1.23,1.1,6/17/2024,11:55,A,54,6.1NRT,302.54,7.51,D
-13.07697,26.95791,313.13,3.43,1.74,6/17/2024,11:55,A,67,6.1NRT,297.41,45.76,D
-13.07337,26.98891,312.57,3.41,1.74,6/17/2024,11:55,A,66,6.1NRT,297.37,43.5,D
-11.46258,38.79689,325.51,1.3,1.13,6/17/2024,11:55,A,79,6.1NRT,293.43,25.89,D
-11.69217,37.36233,321.85,1.09,1.04,6/17/2024,11:55,A,75,6.1NRT,303.1,14.33,D
-11.47261,38.79851,332.28,1.3,1.13,6/17/2024,11:55,A,85,6.1NRT,298.42,38.18,D
-12.32893,33.07987,319.53,1.19,1.08,6/17/2024,11:55,A,72,6.1NRT,303.9,11.43,D
-13.07223,26.96172,315.76,3.43,1.74,6/17/2024,11:55,A,67,6.1NRT,297.01,53.98,D
-13.06887,26.99268,310.08,3.41,1.74,6/17/2024,11:55,A,26,6.1NRT,297.39,28.84,D
-11.60496,38.15014,315.95,1.19,1.08,6/17/2024,11:55,A,63,6.1NRT,302.24,7.79,D
-11.60329,38.16082,314.89,1.19,1.09,6/17/2024,11:55,A,55,6.1NRT,302.03,6.29,D
-11.61459,38.15165,326.47,1.19,1.08,6/17/2024,11:55,A,80,6.1NRT,302.91,20.95,D
-12.81535,29.5559,329.05,2.12,1.42,6/17/2024,11:55,A,84,6.1NRT,298.43,73.9,D
-12.86425,29.26153,314.59,2.24,1.45,6/17/2024,11:55,A,70,6.1NRT,298.89,31.41,D
-12.86178,29.28174,313.05,2.23,1.45,6/17/2024,11:55,A,67,6.1NRT,297.57,26.65,D
-11.55989,38.62906,328.76,1.27,1.12,6/17/2024,11:55,A,77,6.1NRT,298.28,30.38,D
-12.43024,32.71824,312.49,1.25,1.11,6/17/2024,11:55,A,53,6.1NRT,300.47,7.3,D
-13.15096,27.09633,313.73,3.35,1.73,6/17/2024,11:55,A,62,6.1NRT,295.62,48.26,D
-13.14749,27.12613,317.21,3.34,1.72,6/17/2024,11:55,A,73,6.1NRT,299.91,63.76,D
-13.16282,27.12797,314.35,3.34,1.72,6/17/2024,11:55,A,43,6.1NRT,297.64,47.85,D
-13.11768,27.75727,309.95,2.97,1.64,6/17/2024,11:55,A,57,6.1NRT,298.19,25.35,D
-13.07926,28.07008,310.2,2.8,1.6,6/17/2024,11:55,A,45,6.1NRT,299.15,22.06,D
-11.64204,38.42417,319.42,1.23,1.1,6/17/2024,11:55,A,0,6.1NRT,300.76,12.61,D
-11.58107,38.82159,312.38,1.3,1.13,6/17/2024,11:55,A,44,6.1NRT,298.36,5.97,D
-13.14797,27.10312,319.76,3.35,1.73,6/17/2024,11:55,A,52,6.1NRT,296.49,73.15,D
-11.58047,38.82829,314.65,1.3,1.13,6/17/2024,11:55,A,62,6.1NRT,299.59,8.97,D
-13.03761,28.22432,313.98,2.73,1.58,6/17/2024,11:55,A,52,6.1NRT,303.41,27.94,D
-12.57925,31.97972,320.92,1.39,1.17,6/17/2024,11:55,A,67,6.1NRT,303.19,15.32,D
-12.49275,32.64038,315.28,1.26,1.12,6/17/2024,11:55,A,66,6.1NRT,300.44,10.32,D
-13.11944,27.7645,311.23,2.97,1.64,6/17/2024,11:55,A,63,6.1NRT,298.28,30.65,D
-13.08323,28.07758,312.97,2.8,1.6,6/17/2024,11:55,A,67,6.1NRT,299.21,32.86,D
-13.08566,28.17971,317.93,2.75,1.59,6/17/2024,11:55,A,74,6.1NRT,298.01,47.88,D
-13.08273,28.20456,313.31,2.74,1.58,6/17/2024,11:55,A,46,6.1NRT,301.39,27.72,D
-13.0128,28.79207,316.07,2.46,1.51,6/17/2024,11:55,A,55,6.1NRT,301.64,29.67,D
-11.73997,38.0698,333.28,1.17,1.08,6/17/2024,11:55,A,86,6.1NRT,303.08,31.13,D
-11.72846,38.14419,324.96,1.18,1.08,6/17/2024,11:55,A,79,6.1NRT,301.98,18.78,D
-13.23893,26.98884,329.21,3.43,1.74,6/17/2024,11:55,A,84,6.1NRT,299.64,143.78,D
-13.2354,27.01969,324.78,3.41,1.74,6/17/2024,11:55,A,81,6.1NRT,298.44,111.61,D
-12.99714,29.03283,307.13,2.35,1.48,6/17/2024,11:55,A,51,6.1NRT,296.81,15.7,D
-11.74952,38.07141,316.73,1.17,1.08,6/17/2024,11:55,A,68,6.1NRT,303.6,7.81,D
-12.1058,38.15395,323.74,1.17,1.08,6/17/2024,11:55,A,78,6.1NRT,302.35,16.64,D
-13.81461,25.68995,319.43,4.41,1.93,6/17/2024,11:55,A,75,6.1NRT,298.29,101.76,D
-13.58913,27.62087,316.89,3.09,1.67,6/17/2024,11:55,A,71,6.1NRT,298.08,48.72,D
-12.4084,27.23814,322.78,3.19,1.69,6/17/2024,11:55,A,79,6.1NRT,297.44,90.77,D
-12.41163,27.20918,312.06,3.21,1.7,6/17/2024,11:55,A,64,6.1NRT,297,40.63,D
-12.38399,27.5674,317.57,3,1.65,6/17/2024,11:55,A,73,6.1NRT,302.76,54.2,D
-12.40935,27.23136,325.53,3.19,1.69,6/17/2024,11:55,A,81,6.1NRT,297.54,106.06,D
-12.14925,29.14224,311.47,2.23,1.45,6/17/2024,11:55,A,62,6.1NRT,300.06,16.88,D
-12.15175,29.12202,315.84,2.24,1.45,6/17/2024,11:55,A,70,6.1NRT,298.76,28.42,D
-12.13885,29.12035,312.59,2.24,1.45,6/17/2024,11:55,A,52,6.1NRT,298.56,19.21,D
-12.10413,29.29812,313.39,2.17,1.43,6/17/2024,11:55,A,67,6.1NRT,298.96,23.43,D
-12.59247,25.01547,330.14,4.79,2,6/17/2024,11:55,A,85,6.1NRT,296.29,261.79,D
-12.38669,26.61023,309.59,3.57,1.77,6/17/2024,11:55,A,35,6.1NRT,299.54,29.53,D
-11.61445,32.92772,328.58,1.19,1.08,6/17/2024,11:55,A,83,6.1NRT,302.33,26.76,D
-12.10439,29.29315,310.07,2.17,1.43,6/17/2024,11:55,A,38,6.1NRT,298.9,13.97,D
-12.58848,25.05488,306.17,4.75,1.99,6/17/2024,11:55,A,40,6.1NRT,295.59,47.97,D
-12.59334,25.01181,327.86,4.79,2,6/17/2024,11:55,A,83,6.1NRT,296.27,234.67,D
-11.59298,32.86977,317.77,1.2,1.09,6/17/2024,11:55,A,72,6.1NRT,301.99,11.34,D
-12.05603,29.26701,308.31,2.18,1.43,6/17/2024,11:55,A,36,6.1NRT,297.96,11.9,D
-12.41545,26.27385,306.84,3.8,1.82,6/17/2024,11:55,A,45,6.1NRT,296.57,28.68,D
-10.76818,38.3864,310.67,1.26,1.11,6/17/2024,11:55,A,47,6.1NRT,293.19,6.06,D
-12.04088,29.28494,308.96,2.17,1.43,6/17/2024,11:55,A,49,6.1NRT,298.69,13.41,D
-12.23578,27.68045,321.31,2.93,1.63,6/17/2024,11:55,A,73,6.1NRT,299.51,62.38,D
-12.23892,27.65402,314.56,2.94,1.63,6/17/2024,11:55,A,60,6.1NRT,299.47,37.49,D
-12.25802,27.49246,315.14,3.03,1.66,6/17/2024,11:55,A,70,6.1NRT,297.51,46.36,D
-12.26127,27.46489,318.54,3.05,1.66,6/17/2024,11:55,A,74,6.1NRT,300.78,60.61,D
-12.40235,26.09818,311.77,3.92,1.84,6/17/2024,11:55,A,64,6.1NRT,296.55,57.92,D
-12.28076,27.03436,316.25,3.3,1.72,6/17/2024,11:55,A,72,6.1NRT,297.71,54.4,D
-12.32271,26.66382,311.28,3.53,1.77,6/17/2024,11:55,A,39,6.1NRT,298.61,32.43,D
-12.32627,26.63212,311.49,3.55,1.77,6/17/2024,11:55,A,37,6.1NRT,297.5,33,D
-11.52735,32.99129,315.64,1.18,1.08,6/17/2024,11:55,A,47,6.1NRT,301.57,8.33,D
-11.51777,32.9899,325.38,1.18,1.08,6/17/2024,11:55,A,80,6.1NRT,302.83,19.9,D
-12.20542,27.43023,319.44,3.06,1.66,6/17/2024,11:55,A,56,6.1NRT,300.13,56.46,D
-12.20856,27.40245,319.99,3.08,1.67,6/17/2024,11:55,A,56,6.1NRT,300.59,59.5,D
-11.41946,33.65683,311.31,1.09,1.04,6/17/2024,11:55,A,56,6.1NRT,298.5,4.53,D
-12.40747,26.12705,311.18,3.9,1.84,6/17/2024,11:55,A,62,6.1NRT,297.32,52.55,D
-12.41166,26.09194,308.4,3.92,1.84,6/17/2024,11:55,A,53,6.1NRT,296.29,39.9,D
-12.28303,27.02761,313.88,3.3,1.72,6/17/2024,11:55,A,68,6.1NRT,297.71,44.69,D
-12.32774,26.65722,316.95,3.53,1.77,6/17/2024,11:55,A,72,6.1NRT,299.15,62.31,D
-12.20477,27.42328,322.66,3.06,1.66,6/17/2024,11:55,A,79,6.1NRT,300.45,79.31,D
-12.2081,27.39556,314.25,3.08,1.67,6/17/2024,11:55,A,63,6.1NRT,300.64,39.56,D
-11.46862,33.03029,324.84,1.17,1.08,6/17/2024,11:55,A,80,6.1NRT,302.46,19.43,D
-11.47007,33.01971,317.11,1.17,1.08,6/17/2024,11:55,A,68,6.1NRT,300.67,9.37,D
-11.79626,30.58201,321.92,1.71,1.28,6/17/2024,11:55,A,78,6.1NRT,301.11,33.97,D
-12.2167,27.19656,315.26,3.19,1.69,6/17/2024,11:55,A,70,6.1NRT,297.77,52.46,D
-12.22009,27.16796,312.6,3.21,1.7,6/17/2024,11:55,A,65,6.1NRT,297.23,41.72,D
-12.27594,26.55433,316.05,3.6,1.78,6/17/2024,11:55,A,71,6.1NRT,299.08,64.76,D
-12.13296,27.52599,325.31,3,1.65,6/17/2024,11:55,A,81,6.1NRT,299.36,85.5,D
-12.13607,27.49916,321.76,3.02,1.65,6/17/2024,11:55,A,78,6.1NRT,301.31,68.4,D
-12.23203,26.51718,349.9,3.62,1.78,6/17/2024,11:55,A,95,6.1NRT,298.93,365.26,D
-12.23555,26.48539,311.94,3.64,1.79,6/17/2024,11:55,A,30,6.1NRT,296.87,36.83,D
-11.85488,29.63764,326.94,2.02,1.39,6/17/2024,11:55,A,71,6.1NRT,304.74,47.09,D
-12.13249,27.52098,331.7,3,1.65,6/17/2024,11:55,A,86,6.1NRT,299.53,121.54,D
-12.1358,27.49407,316.31,3.02,1.65,6/17/2024,11:55,A,71,6.1NRT,301.64,41.43,D
-12.23514,26.5454,314.79,3.6,1.78,6/17/2024,11:55,A,51,6.1NRT,297.98,47.79,D
-12.23895,26.51329,336.61,3.62,1.78,6/17/2024,11:55,A,89,6.1NRT,298.11,210.66,D
-12.2231,26.51147,330.35,3.62,1.78,6/17/2024,11:55,A,85,6.1NRT,298.31,150.61,D
-12.17766,26.76335,312.6,3.45,1.75,6/17/2024,11:55,A,27,6.1NRT,297.95,35.9,D
-12.18125,26.73262,327,3.47,1.75,6/17/2024,11:55,A,82,6.1NRT,299.46,119.2,D
-11.87513,29.15071,320.77,2.21,1.44,6/17/2024,11:55,A,77,6.1NRT,300.62,40.9,D
-12.16569,26.73067,320.83,3.47,1.75,6/17/2024,11:55,A,77,6.1NRT,300.9,82.18,D
-11.54396,31.56304,308.04,1.44,1.19,6/17/2024,11:55,A,47,6.1NRT,296.95,8.47,D
-11.65038,30.65018,314.33,1.68,1.27,6/17/2024,11:55,A,69,6.1NRT,303.98,10.14,D
-11.6523,30.63502,316.24,1.68,1.28,6/17/2024,11:55,A,71,6.1NRT,303.47,12.98,D
-11.90739,28.55671,308.02,2.47,1.51,6/17/2024,11:55,A,36,6.1NRT,297.9,14.03,D
-12.01779,27.6144,328.44,2.94,1.63,6/17/2024,11:55,A,83,6.1NRT,300.28,102.88,D
-12.1686,26.12936,309.32,3.87,1.83,6/17/2024,11:55,A,52,6.1NRT,297.26,39.03,D
-11.65122,30.64367,318.16,1.68,1.27,6/17/2024,11:55,A,74,6.1NRT,304.42,15.98,D
-11.37416,32.5976,322.5,1.23,1.1,6/17/2024,11:55,A,77,6.1NRT,298.56,20.24,D
-11.3757,32.58649,310.92,1.23,1.1,6/17/2024,11:55,A,39,6.1NRT,299.59,6.74,D
-12.0156,27.60732,328.95,2.94,1.63,6/17/2024,11:55,A,84,6.1NRT,301.32,105.71,D
-11.18754,33.73008,318.33,1.08,1.04,6/17/2024,11:55,A,72,6.1NRT,299.27,12.02,D
-11.59466,30.63606,336.74,1.68,1.27,6/17/2024,11:55,A,89,6.1NRT,308,61.61,D
-11.92404,27.88285,316.54,2.79,1.6,6/17/2024,11:55,A,72,6.1NRT,299.05,43.15,D
-11.92705,27.85755,315.67,2.8,1.6,6/17/2024,11:55,A,70,6.1NRT,301.77,40.75,D
-11.23479,33.11233,322.91,1.15,1.07,6/17/2024,11:55,A,78,6.1NRT,304.67,13.45,D
-11.20708,33.2451,309.74,1.13,1.06,6/17/2024,11:55,A,45,6.1NRT,297.4,3.63,D
-11.2253,33.11097,317.83,1.15,1.07,6/17/2024,11:55,A,50,6.1NRT,305.15,6.58,D
-11.88447,27.8516,320.15,2.8,1.6,6/17/2024,11:55,A,71,6.1NRT,302.35,50.79,D
-11.88738,27.82633,320.49,2.82,1.6,6/17/2024,11:55,A,71,6.1NRT,301.47,53.18,D
-11.20141,33.24936,310.76,1.13,1.06,6/17/2024,11:55,A,58,6.1NRT,297.28,5.21,D
-11.92064,27.87736,320.99,2.79,1.6,6/17/2024,11:55,A,70,6.1NRT,299.5,56.03,D
-11.88124,27.84626,319.11,2.8,1.6,6/17/2024,11:55,A,74,6.1NRT,301.71,47.6,D
-11.88433,27.82105,314.55,2.82,1.6,6/17/2024,11:55,A,28,6.1NRT,301.21,29.7,D
-10.43061,38.24936,322.12,1.25,1.11,6/17/2024,11:55,A,77,6.1NRT,297.89,19.5,D
-11.97497,26.94394,311.89,3.32,1.72,6/17/2024,11:55,A,63,6.1NRT,296.48,40.94,D
-11.86194,27.76666,314.54,2.84,1.61,6/17/2024,11:55,A,61,6.1NRT,298.54,30.35,D
-11.77251,28.39128,312.72,2.53,1.53,6/17/2024,11:55,A,65,6.1NRT,298.47,25.38,D
-11.77525,28.3686,309.11,2.54,1.53,6/17/2024,11:55,A,54,6.1NRT,298.25,15.35,D
-11.8816,27.4778,320.67,3,1.65,6/17/2024,11:55,A,77,6.1NRT,300.22,58.39,D
-11.18827,32.85336,314.28,1.19,1.08,6/17/2024,11:55,A,65,6.1NRT,301.85,7.94,D
-11.86698,27.47589,326.83,3,1.65,6/17/2024,11:55,A,82,6.1NRT,299.08,89.23,D
-11.8617,27.39285,319.53,3.05,1.66,6/17/2024,11:55,A,76,6.1NRT,300.52,53.67,D
-11.88017,27.47065,325.45,3,1.65,6/17/2024,11:55,A,78,6.1NRT,300.32,78.62,D
-11.85754,27.4128,312.71,3.03,1.66,6/17/2024,11:55,A,48,6.1NRT,299.63,24.54,D
-11.86085,27.38581,316.21,3.05,1.66,6/17/2024,11:55,A,72,6.1NRT,300.75,40.15,D
-11.11768,32.83685,316.75,1.19,1.08,6/17/2024,11:55,A,71,6.1NRT,300.01,10.65,D
-11.73794,27.79654,312.15,2.82,1.6,6/17/2024,11:55,A,24,6.1NRT,301.11,25.01,D
-11.74094,27.77114,311.61,2.83,1.61,6/17/2024,11:55,A,44,6.1NRT,298.53,24.03,D
-11.72664,27.76952,310.18,2.83,1.61,6/17/2024,11:55,A,23,6.1NRT,299.01,19.64,D
-11.73019,27.61317,313.24,2.91,1.63,6/17/2024,11:55,A,41,6.1NRT,300.2,24.52,D
-11.73495,27.79128,317.93,2.82,1.6,6/17/2024,11:55,A,73,6.1NRT,301.68,47.84,D
-11.73813,27.76588,309.7,2.83,1.61,6/17/2024,11:55,A,39,6.1NRT,298.32,18.56,D
-11.73966,27.6364,313.99,2.9,1.62,6/17/2024,11:55,A,62,6.1NRT,301.41,29.25,D
-11.74296,27.60972,311.78,2.91,1.63,6/17/2024,11:55,A,48,6.1NRT,300.08,21.26,D
-11.6748,27.81047,313.35,2.8,1.6,6/17/2024,11:55,A,46,6.1NRT,300.74,22.97,D
-11.60621,28.02579,311.16,2.69,1.57,6/17/2024,11:55,A,60,6.1NRT,296.97,24.45,D
-11.69673,27.24932,314.48,3.11,1.67,6/17/2024,11:55,A,49,6.1NRT,300.52,33.74,D
-11.81495,26.20601,306.48,3.78,1.82,6/17/2024,11:55,A,32,6.1NRT,295.9,30.39,D
-11.59225,28.02401,340.77,2.69,1.57,6/17/2024,11:55,A,91,6.1NRT,298.9,169.76,D
-10.90437,33.39376,311.29,1.11,1.05,6/17/2024,11:55,A,61,6.1NRT,298.97,7.06,D
-11.59762,28.04215,319.68,2.68,1.57,6/17/2024,11:55,A,75,6.1NRT,299.12,54.67,D
-11.60061,28.01828,337.16,2.69,1.57,6/17/2024,11:55,A,89,6.1NRT,297.87,146.06,D
-11.69666,27.2424,314.55,3.11,1.67,6/17/2024,11:55,A,53,6.1NRT,300.37,35.07,D
-11.59363,27.8437,313.51,2.78,1.59,6/17/2024,11:55,A,52,6.1NRT,302.25,24.01,D
-11.49155,28.33685,310.05,2.53,1.53,6/17/2024,11:55,A,55,6.1NRT,298.57,17.63,D
-11.51133,27.77736,315.67,2.8,1.6,6/17/2024,11:55,A,70,6.1NRT,300.17,36.88,D
-10.78853,33.22738,328.56,1.12,1.06,6/17/2024,11:55,A,83,6.1NRT,305.12,22.39,D
-10.78991,33.21738,324.49,1.13,1.06,6/17/2024,11:55,A,80,6.1NRT,303.58,17.07,D
-7.53195,28.71935,328.58,2.04,1.39,6/17/2024,11:57,A,82,6.1NRT,303.46,55.68,D
55.08393,128.10326,303.18,1.51,1.21,6/17/2024,11:57,T,51,6.1NRT,282.31,16.07,D
55.09316,128.1467,323.53,1.51,1.21,6/17/2024,11:57,T,100,6.1NRT,284.46,44.27,D
55.0903,128.15527,320.78,1.51,1.21,6/17/2024,11:57,T,100,6.1NRT,284.24,38.47,D
54.87532,128.38008,300.01,1.5,1.21,6/17/2024,11:57,T,5,6.1NRT,270.83,12.23,D
53.21273,127.79637,309.36,1.77,1.3,6/17/2024,11:57,T,77,6.1NRT,284.51,24.62,N
53.20183,127.80312,302.98,1.77,1.3,6/17/2024,11:57,T,24,6.1NRT,285.51,14.79,N
53.32599,128.58989,324.63,1.62,1.25,6/17/2024,11:57,T,100,6.1NRT,284.24,50.34,N
53.33087,128.61273,332.04,1.62,1.25,6/17/2024,11:57,T,100,6.1NRT,287.5,69.3,N
53.3357,128.63542,306.21,1.62,1.25,6/17/2024,11:57,T,67,6.1NRT,284.67,19.89,N
53.29037,128.53474,304.2,1.64,1.26,6/17/2024,11:57,T,17,6.1NRT,284.87,16.58,N
53.2582,129.92181,328.13,1.44,1.19,6/17/2024,11:57,T,100,6.1NRT,280.23,51.97,N
53.26235,129.94215,320.61,1.43,1.18,6/17/2024,11:57,T,100,6.1NRT,278.77,37.58,N
53.2482,129.92749,326.83,1.44,1.19,6/17/2024,11:57,T,100,6.1NRT,280,49.4,N
52.81599,131.17052,302.82,1.32,1.14,6/17/2024,11:57,T,50,6.1NRT,279.51,11.79,N
52.81758,131.17613,308.22,1.32,1.14,6/17/2024,11:57,T,74,6.1NRT,279.5,16.92,N
-1.52944,30.43215,353.39,1.25,1.11,6/17/2024,11:57,A,97,6.1NRT,296.65,88.85,D
-0.98538,34.62815,313.27,1.06,1.03,6/17/2024,11:57,A,67,6.1NRT,298.32,7.37,D
-3.14016,23.281,310.57,4.71,1.99,6/17/2024,11:57,A,68,6.1NRT,281.7,70.79,D
-3.15772,23.28341,326.17,4.71,1.99,6/17/2024,11:57,A,84,6.1NRT,282.4,202.68,D
-3.06859,24.01597,308.64,4.11,1.88,6/17/2024,11:57,A,52,6.1NRT,285.94,47.41,D
-3.14083,23.28898,311.67,4.71,1.99,6/17/2024,11:57,A,52,6.1NRT,281.9,70.94,D
-3.15835,23.29163,319.52,4.71,1.99,6/17/2024,11:57,A,79,6.1NRT,282.39,136.69,D
-1.49648,34.97933,325.3,1.08,1.04,6/17/2024,11:57,A,37,6.1NRT,296.2,17.23,D
-3.07919,23.98826,308.11,4.14,1.88,6/17/2024,11:57,A,61,6.1NRT,285.76,47.12,D
-1.50563,34.9807,344.88,1.08,1.04,6/17/2024,11:57,A,93,6.1NRT,299.8,49.7,D
-1.50424,34.99021,340.57,1.08,1.04,6/17/2024,11:57,A,90,6.1NRT,296.46,40.49,D
-1.5148,34.98199,321.46,1.08,1.04,6/17/2024,11:57,A,52,6.1NRT,299.24,14.44,D
-1.51341,34.99151,324.16,1.08,1.04,6/17/2024,11:57,A,61,6.1NRT,298.75,17.07,D
-3.18161,24.25982,306.58,3.95,1.85,6/17/2024,11:57,A,42,6.1NRT,284.38,41.38,D
-3.17223,24.26626,314.54,3.95,1.85,6/17/2024,11:57,A,65,6.1NRT,283.97,83.5,D
-3.31727,24.07014,302.76,4.11,1.88,6/17/2024,11:57,A,35,6.1NRT,280.56,23.44,D
-2.33354,30.9696,330.35,1.19,1.08,6/17/2024,11:57,A,78,6.1NRT,296.39,26.91,D
-2.34311,30.97116,324.61,1.19,1.08,6/17/2024,11:57,A,78,6.1NRT,298.32,19.59,D
-1.78801,34.81001,332.57,1.06,1.03,6/17/2024,11:57,A,84,6.1NRT,300.4,28.01,D
-1.78665,34.81928,347.55,1.06,1.03,6/17/2024,11:57,A,94,6.1NRT,300.46,55.1,D
-3.32222,24.07443,302.45,4.11,1.88,6/17/2024,11:57,A,28,6.1NRT,281.73,21.78,D
-1.79572,34.82066,315.54,1.06,1.03,6/17/2024,11:57,A,61,6.1NRT,300.13,8.06,D
-1.79436,34.82992,314.74,1.06,1.03,6/17/2024,11:57,A,40,6.1NRT,300.37,7.84,D
-2.35707,31.07792,332.76,1.17,1.08,6/17/2024,11:57,A,79,6.1NRT,300.71,28.66,D
-3.40641,24.19508,311.49,4.03,1.86,6/17/2024,11:57,A,45,6.1NRT,285.38,56.08,D
-2.32541,31.61104,323.87,1.1,1.05,6/17/2024,11:57,A,72,6.1NRT,300.69,14.49,D
-3.39622,24.20128,315.96,4.03,1.86,6/17/2024,11:57,A,76,6.1NRT,285.24,85.33,D
-3.41267,24.20377,309.31,4.03,1.86,6/17/2024,11:57,A,49,6.1NRT,285.06,47.05,D
-2.48357,31.11303,320.14,1.17,1.08,6/17/2024,11:57,A,45,6.1NRT,296.2,15.51,D
-2.48205,31.12337,333.42,1.17,1.08,6/17/2024,11:57,A,85,6.1NRT,297.23,35.9,D
-2.48525,31.12931,327.92,1.17,1.08,6/17/2024,11:57,A,54,6.1NRT,293.02,23.61,D
-2.0822,33.99785,331.4,1.01,1,6/17/2024,11:57,A,58,6.1NRT,305.44,20.51,D
-2.51756,31.03904,347.51,1.18,1.08,6/17/2024,11:57,A,89,6.1NRT,293.59,62.86,D
-2.52713,31.04044,339.39,1.18,1.08,6/17/2024,11:57,A,84,6.1NRT,296.58,44.64,D
-2.09479,34.03594,347.45,1.01,1,6/17/2024,11:57,A,89,6.1NRT,308.89,43.73,D
-2.46216,31.62606,324.14,1.11,1.05,6/17/2024,11:57,A,76,6.1NRT,301.88,14.9,D
-2.10997,34.0563,331.2,1.01,1,6/17/2024,11:57,A,43,6.1NRT,307.03,17.14,D
-2.12675,34.26564,326.36,1.02,1.01,6/17/2024,11:57,A,56,6.1NRT,300.64,14.89,D
-2.13567,34.26693,336.52,1.02,1.01,6/17/2024,11:57,A,78,6.1NRT,304.83,26.73,D
-2.14329,34.27718,342.58,1.02,1.01,6/17/2024,11:57,A,91,6.1NRT,304.19,37.41,D
-2.14198,34.28614,336.35,1.02,1.01,6/17/2024,11:57,A,87,6.1NRT,301.79,28.13,D
